City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Desc
696,Saquarema,BR,-22.92,-42.5103,80.64,91,100,1.72,overcast clouds
697,Vila Velha,BR,-20.3297,-40.2925,80.55,80,0,8.01,clear sky
698,Xinzhi,CN,36.4989,111.7047,26.22,30,0,3.09,clear sky
699,Jedrzejow,PL,50.6394,20.3045,30.36,63,68,4.0,broken clouds
700,Asmara,ER,15.3333,38.9333,55.13,84,62,3.42,broken clouds
701,Bilma,NE,18.6853,12.9164,63.72,7,9,6.42,clear sky
702,Aitape,PG,-3.1374,142.3475,79.59,87,100,4.05,overcast clouds
703,Znojmo,CZ,48.8555,16.0488,30.54,66,86,6.26,overcast clouds
704,Ranghulu,CN,46.65,124.8667,-16.96,96,18,5.91,few clouds
705,Lata,PT,40.1629,-8.3327,49.06,78,2,4.38,clear sky
706,Ambovombe,MG,-25.1667,46.0833,76.14,91,100,9.66,overcast clouds
707,Bauchi,NG,10.5,10.0,69.91,26,25,3.6,scattered clouds
708,Loikaw,MM,19.6742,97.2094,57.02,66,15,3.6,few clouds
709,Kathmandu,NP,27.7167,85.3167,46.62,93,100,8.05,overcast clouds
710,Ilheus,BR,-14.7889,-39.0494,82.22,74,0,9.22,clear sky
711,Mangrol,IN,21.1167,70.1167,59.22,53,0,12.5,clear sky
712,Belmonte,BR,-15.8631,-38.8828,81.1,79,9,6.91,clear sky
713,Qala,AZ,40.4418,50.1681,48.09,93,100,13.8,overcast clouds
714,Batemans Bay,AU,-35.7167,150.1833,68.99,90,98,5.35,light rain
715,Itacurubi Del Rosario,PY,-24.5,-56.6833,93.94,26,31,5.06,scattered clouds
716,Tamworth,GB,52.634,-1.6959,42.62,90,5,4.83,clear sky
717,Ngunguru,NZ,-35.6167,174.5,75.16,60,24,11.7,few clouds
718,Shunyi,CN,40.125,116.6453,24.75,39,0,8.95,clear sky
719,Sibolga,ID,1.7427,98.7792,75.69,90,100,1.3,overcast clouds
720,Tautira,PF,-17.7333,-149.15,77.02,83,100,19.62,light rain
721,Caceres,ES,39.522,-6.3748,46.8,75,0,5.28,clear sky
722,Kulpahar,IN,25.3167,79.65,50.77,79,16,4.54,few clouds
723,Kang,BW,-23.6752,22.7876,71.62,74,67,9.8,broken clouds
724,Poum,NC,-20.2333,164.0167,81.25,76,2,11.92,clear sky
725,Ulladulla,AU,-35.35,150.4667,69.76,87,86,7.05,light rain
726,Bernalillo,US,35.05,-106.6673,61.65,23,40,11.5,scattered clouds
727,Bjornevatn,NO,69.6672,29.9847,33.42,93,100,31.07,overcast clouds
728,Arrecife,ES,28.963,-13.5477,64.47,77,20,5.75,few clouds
729,Alenquer,BR,-1.9417,-54.7383,80.94,79,80,4.21,broken clouds
730,Arvika,SE,59.6553,12.5852,41.7,84,100,12.12,overcast clouds
731,Kabinda,CD,-6.1333,24.4833,67.21,94,100,2.17,overcast clouds
732,Ishigaki,JP,24.3448,124.1572,59.13,88,75,3.44,broken clouds
733,Esso,RU,55.9333,158.7,-2.9,99,79,4.05,broken clouds
